 396 1
 544 1
 2599 1
 3184 1
 3185 1
 3186 1
 3187 1
 3188 1
 3189 1
 3190 1
 3191 1
 3193 1
 3194 1
 3195 1
 3196 1
 3197 1
 3198 1
 3199 1
 3201 1
 3202 1
 3204 1
computer 2130 1
computer 2144 1
computer 2147 1
computer 2151 1
computer 2152 1
computer 2153 1
computer 2163 1
computer 2180 2
computer 2181 4
computer 2186 1
computer 2187 4
computer 2188 2
computer 2194 1
computer 2196 4
computer 2197 2
computer 2201 2
computer 2209 2
computer 2211 2
computer 2215 1
computer 2220 1
computer 2221 1
computer 2232 1
computer 2233 1
computer 2245 1
computer 2249 2
computer 2255 1
computer 2261 1
computer 2262 2
computer 2268 1
computer 2273 1
computer 2277 1
computer 2285 1
computer 2286 1
computer 2287 1
computer 2297 1
computer 2300 2
computer 2303 1
computer 2304 2
computer 2306 1
computer 2308 2
computer 2309 2
computer 2310 3
computer 2317 1
computer 2318 3
computer 2319 1
computer 2322 2
computer 2325 1
computer 2326 2
computer 2329 1
computer 2339 1
computer 2343 1
computer 2357 1
computer 2367 2
computer 2368 2
computer 2371 2
computer 2377 1
computer 2378 2
computer 2383 3
computer 2389 1
computer 2390 3
computer 2396 1
computer 2402 1
computer 2406 2
computer 2423 1
computer 2447 1
computer 2453 2
computer 2478 1
computer 2479 2
computer 2481 1
computer 2485 4
computer 2486 2
computer 2494 3
computer 2496 1
computer 2501 1
computer 2502 1
computer 2503 1
computer 2504 1
computer 2516 1
computer 2517 1
computer 2519 1
computer 2522 2
computer 2527 1
computer 2535 2
computer 2536 1
computer 2538 3
computer 2541 1
computer 2547 1
computer 2553 1
computer 2555 1
computer 2560 2
computer 2569 1
computer 2573 1
computer 2580 3
computer 2592 1
computer 2593 2
computer 2598 1
computer 2620 1
computer 2621 1
computer 2622 2
computer 2624 3
computer 2625 1
computer 2631 1
computer 2634 1
computer 2643 1
computer 2645 1
computer 2646 1
computer 2663 1
computer 2667 1
computer 2674 1
computer 2687 1
computer 2718 1
computer 2727 1
computer 2735 1
computer 2739 2
computer 2742 1
computer 2751 2
computer 2753 1
computer 2755 1
computer 2776 2
computer 2785 1
computer 2802 1
computer 2812 2
computer 2813 2
computer 2820 2
computer 2823 3
computer 2825 1
computer 2829 1
computer 2847 1
computer 2849 2
computer 2852 4
computer 2856 1
computer 2859 1
computer 2861 1
computer 2869 1
computer 2870 1
computer 2871 1
computer 2872 1
computer 2875 1
computer 2878 2
computer 2879 1
computer 2881 2
computer 2893 3
computer 2894 3
computer 2899 5
computer 2902 1
computer 2918 1
computer 2919 2
computer 2924 2
computer 2930 3
computer 2935 1
computer 2947 1
computer 2948 2
computer 2949 3
computer 2951 1
computer 2962 2
computer 2966 1
computer 2967 2
computer 2969 4
computer 2971 1
computer 2973 1
computer 2977 2
computer 2984 1
computer 2985 1
computer 2988 2
computer 2996 1
computer 2999 1
computer 3003 1
computer 3010 3
computer 3012 1
computer 3019 1
computer 3022 2
computer 3024 3
computer 3026 2
computer 3027 1
computer 3028 2
computer 3029 1
computer 3032 2
computer 3036 1
computer 3038 1
computer 3046 1
computer 3049 1
computer 3050 4
computer 3052 1
computer 3068 1
computer 3070 2
computer 3072 1
computer 3078 1
computer 3088 1
computer 3091 2
computer 3097 1
computer 3098 1
computer 3107 1
computer 3112 1
computer 3116 1
computer 3117 4
computer 3122 1
computer 3123 1
computer 3129 1
computer 3130 6
computer 3136 4
computer 3140 1
computer 3150 1
computer 3153 1
computer 3154 1
computer 3160 4
computer 3161 1
computer 3173 1
computer 3176 1
computer 3182 1
computer 3192 1
computer 3193 1
computer 3195 1
computer 3197 1
computer 3200 1
computer 3202 2
computer 3204 1
con 2095 1
concept 173 1
concept 329 1
concept 409 2
concept 527 5
concept 644 1
concept 1051 1
concept 1066 1
concept 1194 1
concept 1200 1
concept 1306 1
concept 1409 1
concept 1412 1
concept 1423 1
concept 1455 1
concept 1462 1
concept 1482 1
concept 1627 1
concept 1845 2
concept 1854 1
concept 1959 1
concept 2046 2
concept 2060 1
concept 2220 1
concept 2232 2
concept 2341 1
concept 2378 1
concept 2437 1
concept 2482 1
concept 2491 1
concept 2541 1
concept 2582 1
concept 2597 2
concept 2717 1
concept 2741 1
concept 2796 1
concept 2851 1
concept 2864 1
concept 2977 1
concept 2989 1
concept 2990 1
concept 3043 3
concept 3067 1
concept 3081 2
concept 3082 1
concept 3087 1
concern 1384 1
concern 1747 1
concern 2020 1
concern 2186 1
concern 2406 1
conclusion 694 1
conclusion 1366 1
conclusion 1456 1
conclusion 2232 1
conclusion 2433 1
conclusion 2572 1
condition 892 1
condition 1347 1
condition 1497 1
condition 1665 1
condition 1963 1
condition 2186 1
condition 2200 1
condition 2554 1
condition 2619 1
condition 2817 1
condition 2845 1
condition 2856 1
condition 2876 1
condition 2886 1
condition 2996 1
condition 3034 1
condition 3085 1
condition 3113 1
conduct 1770 1
confirm 2890 1
confirm 3084 1
conflict 1788 1
conflict 1906 1
conflict 2052 2
conflict 3018 1
conflict 3142 1
confluent 735 1
confluent 808 1
confluent 881 1
confluent 1091 1
conform 2739 1
confront 1676 1
congress 236 1
congruent 1146 1
connect 2321 1
connect 2368 2
consider 282 1
consider 320 1
consider 615 1
consider 1143 1
consider 1226 1
consider 1674 1
consider 1885 1
consider 2166 1
consider 2538 1
consider 2584 1
consider 2595 1
consider 2695 1
consider 2714 1
consider 2878 1
consider 2890 1
considerd 3186 1
consist 950 1
consist 1518 1
consist 2232 1
consist 2516 2
consist 3005 1
constant 405 1
constant 1099 1
constant 1223 1
constant 1391 1
constant 1594 1
constant 1644 1
constant 1727 1
constant 2093 1
constant 2265 2
constant 2567 1
constant 2620 2
constant 2697 1
constant 2712 1
constant 2799 1
constant 2855 1
constant 2880 2
constant 2885 1
constant 2973 1
constant 3046 1
constant 3052 1
constant 3163 1
constrain 1939 1
constrain 2275 1
constrain 2821 1
constrain 2895 1
constrain 2929 1
constrain 2938 1
constrain 2949 1
constrain 2993 1
constraint 867 2
constraint 1609 1
constraint 3040 2
construct 71 1
construct 944 1
construct 1469 1
construct 1695 1
construct 1707 1
construct 1825 1
construct 1870 1
construct 1957 2
construct 2002 1
construct 2031 1
construct 2076 1
construct 2167 1
construct 2179 1
construct 2210 2
construct 2231 1
construct 2518 1
construct 2630 1
construct 2920 1
construct 2979 1
construct 2990 1
construct 3087 1
contactless 58 1
content 409 1
content 1384 1
content 1542 1
content 1747 1
content 1856 1
content 2050 3
content 2064 1
content 2343 1
content 2396 1
content 2501 1
content 2672 1
content 2765 1
content 2930 1
content 2931 1
content 2998 1
context 1131 1
context 1141 1
context 1182 1
context 1359 1
context 1544 1
context 1548 1
context 1553 1
context 1682 1
context 1708 1
context 1874 1
context 2017 1
context 2030 1
context 2060 1
context 2184 2
context 2603 1
context 2651 1
context 2754 1
context 2832 4
context 2947 1
context 2967 1
context 3028 1
context 3076 2
context 3081 1
context 3087 1
context 3153 1
contour 699 1
contour 1568 1
contour 1871 2
contour 1925 5
contour 2125 3
contour 2287 5
contour 2547 1
contour 2633 4
contour 2656 1
contour 2883 2
contour 2925 1
contour 3000 1
contour 3062 1
contrast 2692 1
contrast 2907 1
contrast 2923 1
contrast 3010 1
contrast 3035 1
control 86 1
control 104 2
control 121 1
control 123 1
control 202 1
control 236 1
control 251 1
control 300 1
control 439 1
control 617 3
control 638 1
control 679 1
control 691 1
control 696 1
control 971 2
control 972 5
control 1033 1
control 1034 1
control 1108 1
control 1113 1
control 1135 2
control 1198 1
control 1199 1
control 1213 1
control 1290 4
control 1304 1
control 1308 2
control 1331 2
control 1338 1
control 1348 1
control 1353 1
control 1362 1
control 1385 1
control 1409 1
control 1424 1
control 1432 1
control 1463 1
control 1476 4
control 1534 1
control 1542 1
control 1552 2
control 1589 1
control 1591 2
control 1603 1
control 1621 1
control 1652 1
control 1671 1
control 1680 1
control 1747 1
control 1805 1
control 1844 1
control 1858 1
control 1906 1
control 1916 1
control 1929 1
control 1947 1
control 1962 1
control 1974 1
control 2000 1
control 2003 1
control 2059 1
control 2060 1
control 2080 1
control 2083 2
control 2150 1
control 2186 1
control 2202 1
control 2254 1
control 2256 1
control 2287 1
control 2307 1
control 2314 2
control 2320 1
control 2344 1
control 2364 1
control 2366 2
control 2370 1
control 2433 2
control 2438 4
control 2439 2
control 2499 1
control 2514 1
control 2571 1
control 2578 1
control 2626 4
control 2651 1
control 2668 1
control 2701 1
control 2709 7
control 2821 2
control 2826 2
control 2851 4
control 2876 4
control 2877 1
control 2878 5
control 2888 1
control 2893 1
control 2901 1
control 2922 2
control 2923 1
control 2928 1
control 2939 1
control 2940 2
control 2985 1
control 3011 2
control 3014 1
control 3034 1
control 3035 1
control 3048 1
control 3050 1
control 3072 1
control 3081 1
control 3101 1
control 3105 1
control 3120 1
control 3128 3
control 3131 1
control 3153 1
control 3154 5
control 3183 1
convention 2517 1
convention 2911 1
conversation 1324 1
conversation 1487 1
conversation 1553 1
convert 1172 1
convert 1308 1
convert 1390 1
convert 2211 1
convert 2276 1
convert 2339 1
convert 2619 1
convert 2969 1
convex 1915 1
convex 2019 1
convex 2498 1
convex 2692 2
convex 2737 2
convex 2753 1
convex 2997 4
convex 3151 3
cope 103 2
cope 1044 1
cope 1066 1
cope 2138 1
copyright 1001 4
copyright 1711 1
copyright 2822 2
core 269 1
core 272 1
core 276 1
core 619 1
core 695 1
core 796 2
core 1035 1
core 1173 1
core 1179 2
core 1225 1
core 1260 1
core 1392 1
core 1433 1
core 1456 1
core 1506 1
core 1525 2
core 1564 1
core 1587 1
core 1626 1
core 1641 2
core 1647 1
core 1708 1
core 1738 1
core 1750 3
core 1930 1
core 1956 2
core 2033 2
core 2113 1
core 2211 2
core 2421 1
core 2423 1
core 2516 2
core 2669 1
core 2764 1
core 3046 1
core 3098 1
core 3130 1
core 3201 1
corneil 1847 1
corner 2692 1
correct 1003 1
correct 1010 1
correct 1112 1
correct 1121 1
correct 1307 1
correct 1497 1
correct 1621 1
correct 1738 1
correct 1868 1
correct 1886 1
correct 2050 1
correct 2233 1
correct 2265 2
correct 2402 1
correct 2561 1
correct 2592 1
correct 2605 1
correct 2683 1
correct 2802 1
correct 2888 1
correct 2896 3
correct 3016 1
correct 3142 2
correct 3154 1
correspond 824 1
correspond 1768 1
correspond 2015 1
correspond 2523 1
correspond 2619 1
coset 1948 1
cost 96 1
cost 491 1
cost 558 1
cost 668 1
cost 718 1
cost 1071 1
cost 1088 2
cost 1113 1
cost 1417 1
cost 1489 1
cost 1610 1
cost 1704 1
cost 1719 2
cost 1745 1
cost 1901 2
cost 1908 1
cost 1936 3
cost 2015 1
cost 2062 2
cost 2097 1
cost 2140 2
cost 2153 1
cost 2188 1
cost 2219 1
cost 2344 1
cost 2354 1
cost 2355 1
cost 2357 1
cost 2387 1
cost 2424 1
cost 2453 1
cost 2493 3
cost 2596 1
cost 2604 2
cost 2631 1
cost 2633 1
cost 2634 1
cost 2652 4
cost 2674 1
cost 2688 2
cost 2712 1
cost 2738 1
cost 2750 2
cost 2816 2
cost 2821 1
cost 2839 1
cost 2846 1
cost 2847 1
cost 2860 1
cost 2882 1
cost 2889 2
cost 2925 1
cost 2967 1
cost 2978 3
cost 2984 1
cost 3020 1
cost 3041 1
cost 3050 1
cost 3053 1
cost 3067 1
cost 3092 1
cost 3113 2
cost 3125 1
cost 3136 1
cost 3137 1
coulomb 1355 1
coulomb 1607 1
coulomb 1798 1
coulomb 1896 1
coulomb 1897 1
coulomb 1898 1
coulomb 1993 1
coulomb 2512 1
council 1770 1
council 2300 1
count 1665 1
count 2051 1
count 2219 2
count 2579 1
count 2698 1
count 2833 2
counter 33 1
counter 254 1
counter 1245 1
counter 3056 1
countess 123 2
cover 253 1
cover 1046 1
cover 1290 2
cover 1404 1
cover 2179 1
cover 2523 2
cover 2706 1
cover 3188 1
cpa 758 2
cpss 1366 1
cpu 1653 1
cpu 2245 4
cpu 2297 1
cpu 2483 1
cpu 2560 2
cpu 2571 2
cpu 2620 2
cpu 2667 1
cpu 2682 1
cpu 3072 1
cpu 3088 1
cpu 3119 1
cr 3191 1
cram 305 1
cram 564 1
creation 598 1
creation 1327 1
creation 1570 1
creation 2080 1
creation 2315 2
creation 2594 1
creation 2632 2
credit 3180 1
credit 3191 1
criteria 671 1
criteria 675 1
criteria 854 1
criteria 1326 1
criteria 1350 1
criteria 1353 1
criteria 1398 1
criteria 1629 1
criteria 1719 2
criteria 1747 5
criteria 1826 1
criteria 1938 2
criteria 2003 2
criteria 2035 1
criteria 2247 3
criteria 2268 2
criteria 2300 2
criteria 2375 1
criteria 2523 1
criteria 2765 1
criteria 2800 1
criteria 2871 1
criteria 2957 1
criteria 2968 1
criteria 3113 1
criteria 3129 1
criterion 1182 1
criterion 1398 1
criterion 1524 2
criterion 2174 1
criterion 2207 2
criterion 2858 1
criterion 2863 1
criterion 2950 1
crop 321 1
cross 397 1
cross 1412 1
cross 2181 1
crosspoint 1844 1
crosstalk 1906 1
crout 140 1
crout 152 1
crout 358 1
crout 369 1
crout 442 1
crout 454 1
crout 779 1
crout 1038 1
crout 1319 1
crt 1506 1
crt 1726 1
crt 2399 1
crt 2689 1
crt 2947 2
crucial 2433 1
crucial 2865 1
crwr 2728 2
ctss 1519 1
cubic 1888 1
cubic 2076 2
cubic 2487 2
cubic 2488 2
cubic 2656 1
curricula 1100 1
curricula 1445 1
curricula 1720 1
curricula 2163 1
curricula 2181 4
curricular 2181 1
curricular 2899 1
curriculum 1101 1
curriculum 1104 1
curriculum 1381 2
curriculum 1384 1
curriculum 1659 1
curriculum 1771 2
curriculum 1889 1
curriculum 1927 1
curriculum 2163 1
curriculum 2180 1
curriculum 2187 2
curriculum 2345 1
curriculum 2407 1
curriculum 2479 3
curriculum 2538 1
curriculum 2852 1
curriculum 3003 1
curriculum 3130 2
curvefit 874 1
curvilinear 1543 1
curvilinear 1664 3
cut 1260 1
cut 1433 1
cutoff 2051 1
cyclic 1369 1
cyclic 2665 1
cyclic 2766 1
cyclic 2954 2
cyclic 3149 1
cypher 2233 3
czechoslovakia 689 1
dad 1534 1
dam 1764 2
daniel 1397 1
daniel 2181 1
dantzig 2630 1
dark 2494 1
dartmouth 2439 1
data 40 1
data 68 2
data 73 1
data 95 1
data 106 1
data 123 1
data 202 1
data 251 1
data 252 1
data 272 1
data 278 1
data 394 1
data 409 4
data 411 1
data 414 2
data 435 2
data 461 1
data 474 1
data 528 1
data 529 1
data 533 1
data 593 1
data 595 1
data 597 1
data 605 1
data 616 2
data 617 1
data 654 1
data 656 1
data 670 1
data 675 2
data 696 10
data 825 1
data 849 2
data 851 1
data 855 3
data 892 1
data 944 1
data 972 4
data 981 2
data 1003 2
data 1012 1
data 1017 1
data 1034 4
data 1043 3
data 1065 1
data 1066 4
data 1088 1
data 1098 1
data 1108 4
data 1118 1
data 1135 1
data 1143 2
data 1161 1
data 1180 2
data 1181 2
data 1195 1
data 1206 2
data 1224 1
data 1226 3
data 1247 1
data 1252 1
data 1255 1
data 1260 1
data 1270 1
data 1271 1
data 1272 1
data 1281 2
data 1290 4
data 1291 1
data 1307 3
data 1309 3
data 1326 1
data 1327 1
data 1359 9
data 1360 1
data 1385 1
data 1389 1
data 1410 3
data 1412 4
data 1417 1
data 1424 1
data 1431 2
data 1433 2
data 1435 1
data 1436 1
data 1439 2
data 1457 3
data 1465 2
data 1470 4
data 1476 5
data 1485 1
data 1489 1
data 1507 4
data 1515 3
data 1516 1
data 1517 2
data 1527 1
data 1533 1
data 1534 1
data 1543 2
data 1548 1
data 1552 1
data 1570 1
data 1571 1
data 1587 2
data 1588 3
data 1604 1
data 1605 1
data 1614 1
data 1626 1
data 1627 1
data 1637 1
data 1649 2
data 1650 3
data 1651 3
data 1671 2
data 1677 3
data 1681 1
data 1693 1
data 1695 5
data 1710 3
data 1711 1
data 1719 3
data 1728 3
data 1736 1
data 1742 1
data 1753 1
data 1757 1
data 1768 1
data 1769 1
data 1780 1
data 1811 2
data 1827 2
data 1828 4
data 1835 1
data 1860 1
data 1861 1
data 1868 1
data 1902 1
data 1916 2
data 1929 1
data 1937 5
data 1947 1
data 1950 1
data 1951 1
data 1959 2
data 1973 1
data 1977 1
data 2002 4
data 2016 1
data 2023 1
data 2033 1
data 2046 10
data 2051 2
data 2060 4
data 2062 1
data 2064 1
data 2065 1
data 2078 1
data 2081 1
data 2083 1
data 2092 3
data 2102 1
data 2113 1
data 2138 1
data 2141 5
data 2147 2
data 2155 3
data 2169 1
data 2176 2
data 2178 2
data 2184 1
data 2188 2
data 2196 1
data 2198 7
data 2202 1
data 2204 2
data 2211 1
data 2217 3
data 2218 2
data 2233 1
data 2245 1
data 2252 1
data 2253 1
data 2254 1
data 2275 2
data 2286 1
data 2299 3
data 2310 1
data 2313 3
data 2314 6
data 2320 1
data 2321 1
data 2341 2
data 2342 1
data 2358 1
data 2366 1
data 2372 3
data 2406 11
data 2421 1
data 2424 1
data 2433 4
data 2450 1
data 2451 3
data 2452 2
data 2470 4
data 2484 2
data 2485 1
data 2493 3
data 2494 3
data 2516 5
data 2522 1
data 2547 2
data 2561 4
data 2577 1
data 2582 1
data 2584 1
data 2593 5
data 2594 3
data 2620 3
data 2622 1
data 2623 1
data 2646 2
data 2651 7
data 2667 5
data 2688 2
data 2699 3
data 2710 3
data 2713 1
data 2715 2
data 2716 1
data 2717 3
data 2718 4
data 2722 2
data 2727 2
data 2731 1
data 2734 1
data 2750 6
data 2765 5
data 2779 1
data 2787 1
data 2798 2
data 2799 6
data 2801 1
data 2815 1
data 2817 2
data 2819 1
data 2821 1
data 2822 1
data 2823 1
data 2832 3
data 2846 2
data 2849 1
data 2851 2
data 2864 1
data 2877 3
data 2882 6
data 2887 1
data 2888 3
data 2893 2
data 2894 1
data 2906 2
data 2911 2
data 2912 2
data 2923 4
data 2931 1
data 2936 1
data 2937 1
data 2939 2
data 2940 3
data 2951 1
data 2956 3
data 2957 1
data 2958 4
data 2960 1
data 2962 2
data 2966 1
data 2967 1
data 2969 2
data 2971 1
data 2975 1
data 2977 1
data 2993 1
data 2999 3
data 3002 1
data 3008 1
data 3012 2
data 3022 1
data 3031 4
data 3032 1
data 3039 1
data 3048 1
data 3049 2
data 3066 1
data 3067 1
data 3068 2
data 3069 2
data 3087 1
data 3095 3
data 3101 1
data 3103 3
data 3104 2
data 3105 3
data 3109 2
data 3115 1
data 3118 1
data 3120 1
data 3124 3
data 3132 1
data 3133 1
data 3138 1
data 3147 1
data 3149 1
data 3151 1
data 3152 1
data 3158 1
data 3165 3
data 3166 1
data 3167 2
data 3177 1
dataless 1824 1
datan 1439 1
datatron 143 1
date 92 1
date 329 1
date 785 1
date 1827 1
date 1984 1
date 2269 1
date 3024 1
date 3117 1
datum 731 1
datum 3114 1
david 293 1
dbtg 2718 1
deadlock 1877 1
deadlock 2228 3
deadlock 2280 1
deadlock 2482 2
deadlock 2500 2
deadlock 2851 1
deadlock 2920 2
deal 265 1
deal 435 1
deal 462 1
deal 759 1
deal 1280 1
deal 1408 1
deal 1455 1
deal 1588 1
deal 1685 1
deal 1697 1
deal 2317 1
deal 2319 1
deal 2940 1
deal 3047 1
deal 3069 1
deal 3077 1
dealt 222 1
dealt 1665 1
dealt 1808 1
dealt 1846 1
dealt 2200 1
dealt 3017 1
dealt 3064 1
dearth 2450 1
debug 3145 1
dec 2380 1
dec 2497 1
dec 2624 1
dec 2989 1
dec 3025 3
decision 92 1
decision 282 1
decision 435 2
decision 1135 1
decision 1172 4
decision 1199 1
decision 1237 3
decision 1327 7
decision 1354 1
decision 1488 4
decision 1489 2
decision 1548 4
decision 1564 3
decision 1684 4
decision 1826 2
decision 1994 1
decision 2053 8
decision 2164 1
decision 2195 1
decision 2220 1
decision 2221 1
decision 2235 1
decision 2263 4
decision 2273 2
decision 2298 1
decision 2308 1
decision 2372 2
decision 2424 3
decision 2453 4
decision 2492 4
decision 2517 2
decision 2518 3
decision 2598 5
decision 2616 2
decision 2726 10
decision 2848 6
decision 2856 5
decision 2878 1
decision 2890 1
decision 2931 1
decision 2979 2
decision 3011 1
decision 3033 2
decision 3034 6
decision 3086 1
decision 3113 3
decision 3117 1
deck 1160 1
deck 1264 1
deck 1348 1
deck 1651 1
deducom 1155 5
deep 2274 1
deep 2764 1
deeper 2233 1
default 1465 1
deletion 2059 1
deletion 2722 2
deletion 2832 1
deletion 3065 3
deletion 3096 2
deletion 3163 3
demand 1382 1
demand 1526 2
demand 1735 1
demand 1810 1
demand 2016 1
demand 2068 1
demand 2262 1
demand 2277 4
demand 2297 1
demand 2572 1
demand 2668 1
demand 2669 1
demand 3067 1
demand 3072 1
demand 3129 1
depart 1046 1
depend 1608 1
depend 1642 1
depend 1878 1
depend 2176 1
depend 2499 1
depend 2833 1
depend 2883 1
depend 2945 1
depend 3110 1
deposit 2376 1
depot 1454 1
depth 1170 2
depth 2106 1
depth 2598 1
depth 2692 2
depth 2914 2
descent 3094 1
descriptran 824 1
design 46 1
design 63 2
design 173 1
design 251 2
design 276 1
design 333 1
design 491 1
design 493 1
design 606 1
design 671 1
design 796 1
design 799 2
design 854 1
design 1025 1
design 1030 1
design 1053 1
design 1087 1
design 1108 1
design 1135 1
design 1159 1
design 1188 6
design 1200 1
design 1206 1
design 1252 2
design 1258 1
design 1308 1
design 1314 2
design 1392 3
design 1395 1
design 1408 2
design 1409 1
design 1433 1
design 1435 5
design 1457 1
design 1460 1
design 1469 1
design 1484 2
design 1503 3
design 1528 1
design 1534 2
design 1571 1
design 1572 2
design 1605 3
design 1629 1
design 1646 1
design 1671 1
design 1724 2
design 1726 1
design 1742 3
design 1746 1
design 1748 1
design 1749 1
design 1750 1
design 1753 1
design 1764 1
design 1835 1
design 1844 1
design 1853 1
design 1877 1
design 1892 1
design 1927 1
design 1937 1
design 1959 1
design 1960 2
design 1978 1
design 2003 4
design 2035 3
design 2061 1
design 2095 1
design 2105 2
design 2106 1
design 2138 2
design 2145 3
design 2152 1
design 2167 1
design 2188 3
design 2201 1
design 2204 1
design 2218 1
design 2230 1
design 2246 1
design 2247 1
design 2254 1
design 2277 1
design 2288 1
design 2299 2
design 2314 1
design 2319 2
design 2321 1
design 2322 1
design 2343 1
design 2357 2
design 2358 2
design 2370 1
design 2379 1
design 2380 1
design 2433 1
design 2450 1
design 2451 4
design 2452 1
design 2469 2
design 2484 1
design 2514 1
design 2522 1
design 2534 3
design 2541 3
design 2542 4
design 2546 1
design 2572 1
design 2604 1
design 2626 2
design 2632 1
design 2685 1
design 2687 1
design 2698 1
design 2705 1
design 2717 1
design 2718 4
design 2738 2
design 2740 1
design 2753 3
design 2786 1
design 2802 1
design 2812 3
design 2826 1
design 2841 1
design 2849 1
design 2860 3
design 2867 1
design 2868 2
design 2873 1
design 2897 1
design 2948 1
design 2957 1
design 2964 1
design 2978 4
design 3000 1
design 3002 1
design 3004 1
design 3011 1
design 3012 1
design 3023 1
design 3025 1
design 3027 1
design 3028 2
design 3030 2
design 3031 1
design 3049 2
design 3050 1
design 3087 1
design 3137 3
design 3146 1
design 3147 3
design 3174 2
design 3201 1
design 3204 1
desk 96 1
detail 48 1
detail 531 1
detail 1108 1
detail 1164 1
detail 1491 1
detail 1629 1
detail 1671 1
detail 1748 1
detail 1989 1
detail 2177 1
detail 2254 1
detail 2310 1
detail 2457 1
detail 2470 1
detail 2828 1
detail 3103 1
detect 1622 1
detect 1665 1
detect 2500 1
detect 2811 1
detect 3001 1
detect 3034 1
detect 3066 1
detect 3116 1
deutsch 2944 1
develop 68 1
develop 1384 1
develop 1572 1
develop 1767 1
develop 1788 1
develop 1901 1
develop 1978 1
develop 2134 1
develop 2181 1
develop 2274 1
develop 2598 1
develop 2826 1
develop 3024 1
develop 3091 1
develop 3145 1
develop 3150 1
development 58 1
development 284 1
development 435 1
development 616 2
development 671 2
development 691 1
development 988 1
development 1071 1
development 1134 1
development 1170 1
development 1325 1
development 1339 1
development 1347 1
development 1381 1
development 1385 1
development 1409 1
development 1412 1
development 1421 1
development 1534 1
development 1553 1
development 1572 3
development 1601 1
development 1605 1
development 1653 1
development 1695 1
development 1745 2
development 1752 1
development 1771 1
development 1792 1
development 1807 1
development 1885 1
development 1889 1
development 1974 1
development 2004 1
development 2092 1
development 2127 1
development 2163 1
development 2197 1
development 2198 1
development 2204 1
development 2247 1
development 2254 1
development 2283 1
development 2298 1
development 2309 1
development 2311 3
development 2316 1
development 2317 2
development 2327 1
development 2379 1
development 2402 1
development 2483 1
development 2492 1
development 2526 1
development 2684 1
development 2705 1
development 2721 1
development 2751 1
development 2776 1
development 2787 1
development 2808 1
development 2812 1
development 2899 1
development 2906 1
development 2919 4
development 2939 1
development 2958 3
development 2977 2
development 2985 1
development 2999 1
development 3027 1
development 3060 1
development 3073 1
development 3091 5
development 3121 1
development 3140 1
development 3148 1
development 3203 1
development 3204 1
di 1871 2
diagram 1425 1
diagram 1535 1
diagram 2230 1
diagram 2313 1
diagram 2668 1
dial 698 2
dialect 165 1
dialect 1484 1
dialect 2534 1
dialog 1589 2
dieter 2847 1
differ 2202 1
differ 2526 1
differ 2819 1
differ 2911 1
differ 3055 1
differ 3144 1
difficult 321 1
difficult 595 1
difficult 891 1
difficult 1049 2
difficult 1167 1
difficult 1324 1
difficult 1524 1
difficult 1602 1
difficult 1698 1
difficult 1727 1
difficult 1738 1
difficult 2001 1
difficult 2188 1
difficult 2683 1
difficult 2684 1
difficult 2692 1
difficult 2896 1
difficult 2897 1
difficult 2990 1
difficult 3065 1
difficult 3099 1
difficult 3140 1
difficult 3142 1
difficult 3157 2
difficult 3166 1
diffusion 1003 1
difsub 2474 1
digit 242 1
digit 1725 3
digit 2744 1
digraph 3164 1
dijkstra 2777 2
dijkstra 3055 3
dilemma 1806 1
dilogarithm 1762 1
dilogarithm 2775 1
dimension 699 1
dimension 1072 1
dimension 1542 1
dimension 1554 1
dimension 1589 1
dimension 1978 1
dimension 2341 1
dimension 2876 1
dimension 3188 1
direct 278 2
direct 838 1
direct 940 1
direct 1003 2
direct 1066 1
direct 1113 1
direct 1181 1
direct 1194 2
direct 1372 1
direct 1412 2
direct 1454 1
direct 1554 1
direct 1571 1
direct 1593 1
direct 1652 1
direct 1715 1
direct 1724 1
direct 1802 1
direct 1814 1
direct 1815 1
direct 1830 1
direct 1939 1
direct 2047 1
direct 2179 1
direct 2186 1
direct 2289 1
direct 2358 1
direct 2396 1
direct 2408 1
direct 2542 1
direct 2625 1
direct 2631 2
direct 2712 1
direct 2890 1
direct 2922 1
direct 3033 1
direct 3128 1
direct 3184 1
direct 3192 1
direct 3193 1
dirichlet 727 1
dirichlet 2610 1
disappear 1869 1
disc 696 1
disc 855 2
discard 1206 1
discredit 2342 1
discretion 2833 1
discuss 146 1
discuss 1087 1
discuss 1978 1
discuss 2061 1
discuss 2167 1
discuss 2568 1
discuss 2610 1
discuss 2621 1
discuss 2919 1
discuss 3030 1
disjoint 527 1
disjoint 1012 1
disjoint 2716 1
disk 414 2
disk 694 2
disk 695 8
disk 696 2
disk 827 1
disk 855 2
disk 1427 1
disk 1712 2
disk 1844 3
disk 1962 1
disk 2218 1
disk 2299 1
disk 2359 2
disk 2375 1
disk 2516 1
disk 2597 1
disk 2628 3
disk 2646 2
disk 2680 2
disk 2720 4
disk 2816 3
disk 2845 1
disk 2891 2
disk 3134 2
distinct 409 1
distinct 971 1
distinct 1052 1
distinct 1160 1
distinct 1628 1
distinct 1725 2
distinct 2150 1
distinct 2247 1
distinct 2373 1
distinct 2628 1
distinct 2862 1
distinct 2957 1
distinct 2996 2
distinguish 1652 1
distinguish 2287 1
distinguish 2558 1
distinguish 2851 1
distinguish 3023 1
ditran 1646 2
dividend 1975 1
division 42 1
division 91 1
division 220 1
division 334 1
division 395 1
division 520 1
division 593 1
